left daughter	right daughter	split var	split point	status	prediction	nodeid	treeid
0	0	NA	0	-1	1	68	65
0	0	NA	0	-1	1	69	65
80	81	num.displays_00	69112.5	1	NA	70	65
82	83	avg.auths.per.disc_01	3.236111	1	NA	71	65
84	85	auth.increase_03	0.5	1	NA	72	65
0	0	NA	0	-1	0	73	65
86	87	num.displays_07	1386	1	NA	74	65
0	0	NA	0	-1	1	75	65
0	0	NA	0	-1	0	76	65
88	89	avg.disc.length_07	136.5	1	NA	77	65
90	91	attention.level.author_04	0.000175	1	NA	78	65
0	0	NA	0	-1	0	79	65
92	93	burstiness_01	0.3582885	1	NA	80	65
0	0	NA	0	-1	0	81	65
0	0	NA	0	-1	1	82	65
94	95	num.displays_06	205663.5	1	NA	83	65
96	97	num.displays_02	317.5	1	NA	84	65
98	99	attention.level.contrib_03	0.000133	1	NA	85	65
0	0	NA	0	-1	0	86	65
0	0	NA	0	-1	0	87	65
0	0	NA	0	-1	0	88	65
0	0	NA	0	-1	1	89	65
0	0	NA	0	-1	0	90	65
0	0	NA	0	-1	0	91	65
0	0	NA	0	-1	1	92	65
0	0	NA	0	-1	1	93	65
0	0	NA	0	-1	1	94	65
0	0	NA	0	-1	0	95	65
0	0	NA	0	-1	0	96	65
0	0	NA	0	-1	0	97	65
0	0	NA	0	-1	0	98	65
0	0	NA	0	-1	0	99	65
2	3	attention.level.author_04	0.0028515	1	NA	1	66
4	5	num.displays_07	2005	1	NA	2	66
6	7	num.displays_00	1864.5	1	NA	3	66
8	9	number.total.disc_01	1.5	1	NA	4	66
10	11	burstiness_03	0.3541665	1	NA	5	66
12	13	num.authors.topic_03	32.5	1	NA	6	66
14	15	avg.auths.per.disc_05	3.951465	1	NA	7	66
16	17	num.displays_05	997.5	1	NA	8	66
18	19	number.total.disc_06	7.5	1	NA	9	66
20	21	num.displays_03	2437	1	NA	10	66
22	23	contribution.sparseness_00	0.0242725	1	NA	11	66
24	25	atomic.containers_02	85	1	NA	12	66
0	0	NA	0	-1	1	13	66
26	27	num.displays_03	34356	1	NA	14	66
28	29	attention.level.author_00	0.004711	1	NA	15	66
30	31	attention.level.author_04	0.001368	1	NA	16	66
32	33	contribution.sparseness_00	0.160606	1	NA	17	66
34	35	num.displays_03	695	1	NA	18	66
0	0	NA	0	-1	1	19	66
36	37	atomic.containers_00	5.5	1	NA	20	66
38	39	num.displays_01	4503.5	1	NA	21	66
40	41	num.new.disc_06	2.5	1	NA	22	66
0	0	NA	0	-1	1	23	66
42	43	num.displays_07	1499	1	NA	24	66
0	0	NA	0	-1	1	25	66
44	45	burstiness_04	0.447222	1	NA	26	66
0	0	NA	0	-1	0	27	66
46	47	num.displays_02	1737.5	1	NA	28	66
48	49	attention.level.contrib_02	0.007347	1	NA	29	66
50	51	atomic.containers_07	162	1	NA	30	66
52	53	avg.disc.length_06	13.5	1	NA	31	66
54	55	num.displays_07	1564	1	NA	32	66
0	0	NA	0	-1	1	33	66
0	0	NA	0	-1	0	34	66
56	57	num.authors.topic_03	16	1	NA	35	66
58	59	burstiness_06	0.1666665	1	NA	36	66
0	0	NA	0	-1	0	37	66
60	61	num.displays_03	5895.5	1	NA	38	66
0	0	NA	0	-1	1	39	66
62	63	burstiness_05	0.5833335	1	NA	40	66
0	0	NA	0	-1	0	41	66
64	65	num.displays_03	2099.5	1	NA	42	66
0	0	NA	0	-1	0	43	66
0	0	NA	0	-1	1	44	66
0	0	NA	0	-1	1	45	66
0	0	NA	0	-1	0	46	66
66	67	attention.level.contrib_06	0.0121245	1	NA	47	66
68	69	num.displays_00	42658.5	1	NA	48	66
70	71	auth.increase_00	49.5	1	NA	49	66
72	73	num.authors.topic_00	0.5	1	NA	50	66
0	0	NA	0	-1	1	51	66
74	75	attention.level.author_03	0.0065825	1	NA	52	66
0	0	NA	0	-1	0	53	66
76	77	avg.disc.length_04	84	1	NA	54	66
0	0	NA	0	-1	0	55	66
78	79	avg.disc.length_05	146.5	1	NA	56	66
0	0	NA	0	-1	1	57	66
0	0	NA	0	-1	1	58	66
0	0	NA	0	-1	1	59	66
80	81	atomic.containers_06	3.5	1	NA	60	66
0	0	NA	0	-1	0	61	66
0	0	NA	0	-1	1	62	66
0	0	NA	0	-1	0	63	66
82	83	attention.level.contrib_07	2.35e-05	1	NA	64	66
0	0	NA	0	-1	1	65	66
84	85	num.authors.topic_00	7.5	1	NA	66	66
0	0	NA	0	-1	0	67	66
86	87	avg.disc.length_01	61.7619055	1	NA	68	66
0	0	NA	0	-1	0	69	66
88	89	attention.level.author_01	0.0142095	1	NA	70	66
0	0	NA	0	-1	1	71	66
90	91	num.displays_00	1211.5	1	NA	72	66
92	93	contribution.sparseness_06	0.0259785	1	NA	73	66
0	0	NA	0	-1	0	74	66
0	0	NA	0	-1	0	75	66
94	95	avg.disc.length_03	8.3333335	1	NA	76	66
0	0	NA	0	-1	1	77	66
96	97	num.authors.topic_02	1.5	1	NA	78	66
0	0	NA	0	-1	1	79	66
0	0	NA	0	-1	1	80	66
0	0	NA	0	-1	1	81	66
0	0	NA	0	-1	0	82	66
0	0	NA	0	-1	0	83	66
98	99	num.displays_04	21617.5	1	NA	84	66
0	0	NA	0	-1	1	85	66
0	0	NA	0	-1	1	86	66
0	0	NA	0	-1	1	87	66
0	0	NA	0	-1	1	88	66
0	0	NA	0	-1	1	89	66
0	0	NA	0	-1	0	90	66
0	0	NA	0	-1	0	91	66
0	0	NA	0	-1	0	92	66
0	0	NA	0	-1	0	93	66
0	0	NA	0	-1	0	94	66
0	0	NA	0	-1	0	95	66
0	0	NA	0	-1	0	96	66
0	0	NA	0	-1	0	97	66
0	0	NA	0	-1	1	98	66
0	0	NA	0	-1	0	99	66
2	3	attention.level.author_05	0.0018545	1	NA	1	67
4	5	num.displays_05	1688.5	1	NA	2	67
6	7	num.displays_03	1861	1	NA	3	67
8	9	num.displays_03	634	1	NA	4	67
10	11	attention.level.author_00	0.0017365	1	NA	5	67
12	13	num.displays_04	1041.5	1	NA	6	67
14	15	avg.auths.per.disc_05	3.2403845	1	NA	7	67
16	17	num.displays_00	417.5	1	NA	8	67
18	19	attention.level.author_00	0.0034755	1	NA	9	67
20	21	num.displays_06	3037	1	NA	10	67
22	23	num.displays_07	3934.5	1	NA	11	67
24	25	auth.increase_02	10	1	NA	12	67
26	27	number.total.disc_07	1.5	1	NA	13	67
28	29	attention.level.contrib_02	0.002916	1	NA	14	67
30	31	attention.level.contrib_04	0.00553	1	NA	15	67
32	33	contribution.sparseness_07	0.063508	1	NA	16	67
34	35	attention.level.author_03	0.001922	1	NA	17	67
36	37	num.displays_01	1815	1	NA	18	67
0	0	NA	0	-1	0	19	67
38	39	atomic.containers_03	37.5	1	NA	20	67
40	41	avg.disc.length_00	10.75	1	NA	21	67
0	0	NA	0	-1	1	22	67
0	0	NA	0	-1	1	23	67
42	43	avg.disc.length_00	118.5	1	NA	24	67
0	0	NA	0	-1	0	25	67
0	0	NA	0	-1	0	26	67
0	0	NA	0	-1	0	27	67
0	0	NA	0	-1	1	28	67
0	0	NA	0	-1	0	29	67
44	45	atomic.containers_07	18.5	1	NA	30	67
46	47	atomic.containers_02	0.5	1	NA	31	67
48	49	num.displays_02	422	1	NA	32	67
50	51	auth.increase_04	1.5	1	NA	33	67
52	53	contribution.sparseness_07	0.2666665	1	NA	34	67
0	0	NA	0	-1	0	35	67
54	55	num.displays_07	1341	1	NA	36	67
0	0	NA	0	-1	1	37	67
56	57	num.displays_05	2230	1	NA	38	67
0	0	NA	0	-1	0	39	67
0	0	NA	0	-1	1	40	67
0	0	NA	0	-1	1	41	67
58	59	num.displays_02	1329.5	1	NA	42	67
0	0	NA	0	-1	1	43	67
60	61	num.displays_07	3508.5	1	NA	44	67
62	63	num.displays_03	22912.5	1	NA	45	67
0	0	NA	0	-1	0	46	67
64	65	attention.level.contrib_07	0.0155945	1	NA	47	67
66	67	num.displays_06	68.5	1	NA	48	67
0	0	NA	0	-1	0	49	67
0	0	NA	0	-1	0	50	67
0	0	NA	0	-1	0	51	67
68	69	num.displays_02	343	1	NA	52	67
0	0	NA	0	-1	1	53	67
70	71	attention.level.contrib_04	0.0004065	1	NA	54	67
72	73	avg.disc.length_04	56	1	NA	55	67
0	0	NA	0	-1	0	56	67
0	0	NA	0	-1	1	57	67
74	75	auth.increase_04	1.5	1	NA	58	67
0	0	NA	0	-1	1	59	67
0	0	NA	0	-1	0	60	67
76	77	avg.auths.per.disc_06	9.4166665	1	NA	61	67
78	79	contribution.sparseness_01	0.021	1	NA	62	67
0	0	NA	0	-1	0	63	67
80	81	num.displays_04	2179.5	1	NA	64	67
82	83	avg.disc.length_07	24.588096	1	NA	65	67
84	85	num.displays_04	61.5	1	NA	66	67
0	0	NA	0	-1	0	67	67
0	0	NA	0	-1	0	68	67
86	87	auth.increase_00	0.5	1	NA	69	67
88	89	num.displays_00	301	1	NA	70	67
0	0	NA	0	-1	0	71	67
90	91	number.total.disc_05	2.5	1	NA	72	67
0	0	NA	0	-1	0	73	67
92	93	num.displays_03	216.5	1	NA	74	67
0	0	NA	0	-1	0	75	67
0	0	NA	0	-1	1	76	67
0	0	NA	0	-1	1	77	67
94	95	attention.level.contrib_06	0.0016425	1	NA	78	67
0	0	NA	0	-1	1	79	67
0	0	NA	0	-1	0	80	67
96	97	auth.increase_04	4.5	1	NA	81	67
0	0	NA	0	-1	1	82	67
0	0	NA	0	-1	1	83	67
0	0	NA	0	-1	0	84	67
0	0	NA	0	-1	0	85	67
0	0	NA	0	-1	0	86	67
0	0	NA	0	-1	0	87	67
0	0	NA	0	-1	0	88	67
98	99	number.total.disc_03	1.5	1	NA	89	67
0	0	NA	0	-1	0	90	67
0	0	NA	0	-1	1	91	67
0	0	NA	0	-1	0	92	67
0	0	NA	0	-1	0	93	67
0	0	NA	0	-1	1	94	67
0	0	NA	0	-1	1	95	67
0	0	NA	0	-1	1	96	67
0	0	NA	0	-1	1	97	67
0	0	NA	0	-1	0	98	67
0	0	NA	0	-1	0	99	67
2	3	attention.level.contrib_00	0.0010055	1	NA	1	68
4	5	number.total.disc_04	0.5	1	NA	2	68
6	7	num.displays_00	2005.5	1	NA	3	68
8	9	num.displays_06	1553	1	NA	4	68
10	11	num.authors.topic_00	0.5	1	NA	5	68
12	13	contribution.sparseness_04	0.004247	1	NA	6	68
14	15	num.displays_07	3358.5	1	NA	7	68
16	17	attention.level.author_00	0.000392	1	NA	8	68
18	19	num.displays_04	2106.5	1	NA	9	68
20	21	num.displays_00	1315.5	1	NA	10	68
22	23	num.displays_07	2441.5	1	NA	11	68
0	0	NA	0	-1	0	12	68
24	25	atomic.containers_02	12.5	1	NA	13	68
0	0	NA	0	-1	1	14	68
26	27	attention.level.author_02	0.013184	1	NA	15	68
28	29	number.total.disc_01	1.5	1	NA	16	68
30	31	contribution.sparseness_00	0.004008	1	NA	17	68
0	0	NA	0	-1	0	18	68
0	0	NA	0	-1	1	19	68
32	33	num.displays_04	2221	1	NA	20	68
34	35	num.displays_07	2619.5	1	NA	21	68
36	37	contribution.sparseness_04	0.008584	1	NA	22	68
38	39	num.displays_07	3604.5	1	NA	23	68
0	0	NA	0	-1	0	24	68
0	0	NA	0	-1	0	25	68
40	41	num.displays_00	42954	1	NA	26	68
42	43	num.displays_06	165458.5	1	NA	27	68
44	45	auth.increase_07	26.5	1	NA	28	68
0	0	NA	0	-1	0	29	68
0	0	NA	0	-1	1	30	68
46	47	num.displays_07	1544.5	1	NA	31	68
48	49	num.displays_07	2089.5	1	NA	32	68
0	0	NA	0	-1	1	33	68
0	0	NA	0	-1	0	34	68
0	0	NA	0	-1	1	35	68
0	0	NA	0	-1	0	36	68
50	51	number.total.disc_02	7.5	1	NA	37	68
0	0	NA	0	-1	1	38	68
52	53	number.total.disc_00	4.5	1	NA	39	68
54	55	burstiness_06	0.809091	1	NA	40	68
0	0	NA	0	-1	0	41	68
56	57	contribution.sparseness_06	0.002738	1	NA	42	68
0	0	NA	0	-1	1	43	68
58	59	num.displays_07	1871	1	NA	44	68
0	0	NA	0	-1	1	45	68
60	61	attention.level.contrib_05	0.0002175	1	NA	46	68
0	0	NA	0	-1	0	47	68
62	63	num.authors.topic_01	13.5	1	NA	48	68
0	0	NA	0	-1	1	49	68
64	65	num.displays_04	1603.5	1	NA	50	68
0	0	NA	0	-1	1	51	68
66	67	attention.level.author_03	0.0029995	1	NA	52	68
0	0	NA	0	-1	0	53	68
68	69	attention.level.contrib_07	0.031522	1	NA	54	68
0	0	NA	0	-1	0	55	68
0	0	NA	0	-1	1	56	68
70	71	burstiness_07	0.1455025	1	NA	57	68
72	73	num.displays_01	1359	1	NA	58	68
0	0	NA	0	-1	1	59	68
74	75	atomic.containers_05	2.5	1	NA	60	68
0	0	NA	0	-1	0	61	68
76	77	num.displays_05	1063	1	NA	62	68
0	0	NA	0	-1	0	63	68
78	79	num.displays_05	1303.5	1	NA	64	68
0	0	NA	0	-1	0	65	68
0	0	NA	0	-1	1	66	68
0	0	NA	0	-1	1	67	68
80	81	contribution.sparseness_00	0.0046845	1	NA	68	68
0	0	NA	0	-1	0	69	68
0	0	NA	0	-1	1	70	68
82	83	avg.auths.per.disc_01	3.55074	1	NA	71	68
84	85	num.displays_02	326.5	1	NA	72	68
0	0	NA	0	-1	0	73	68
86	87	contribution.sparseness_07	0.016167	1	NA	74	68
0	0	NA	0	-1	0	75	68
88	89	num.authors.topic_04	9.5	1	NA	76	68
0	0	NA	0	-1	0	77	68
90	91	auth.increase_02	11.5	1	NA	78	68
0	0	NA	0	-1	0	79	68
92	93	attention.level.contrib_07	0.0003265	1	NA	80	68
94	95	num.displays_03	18343	1	NA	81	68
0	0	NA	0	-1	1	82	68
96	97	attention.level.contrib_00	0.0021285	1	NA	83	68
98	99	burstiness_01	0.5	1	NA	84	68
0	0	NA	0	-1	0	85	68
0	0	NA	0	-1	0	86	68
0	0	NA	0	-1	0	87	68
0	0	NA	0	-1	0	88	68
0	0	NA	0	-1	0	89	68
0	0	NA	0	-1	0	90	68
0	0	NA	0	-1	1	91	68
0	0	NA	0	-1	1	92	68
0	0	NA	0	-1	1	93	68
0	0	NA	0	-1	1	94	68
0	0	NA	0	-1	1	95	68
0	0	NA	0	-1	1	96	68
0	0	NA	0	-1	1	97	68
0	0	NA	0	-1	0	98	68
0	0	NA	0	-1	0	99	68
2	3	num.displays_07	1928.5	1	NA	1	69
4	5	number.total.disc_07	1.5	1	NA	2	69
6	7	num.displays_01	3125.5	1	NA	3	69
8	9	number.total.disc_00	0.5	1	NA	4	69
10	11	avg.auths.per.disc_04	7.7083335	1	NA	5	69
12	13	num.displays_05	3302.5	1	NA	6	69
14	15	attention.level.author_03	0.0092735	1	NA	7	69
16	17	num.displays_01	805	1	NA	8	69
18	19	num.displays_02	718	1	NA	9	69
20	21	attention.level.contrib_01	0.016743	1	NA	10	69
0	0	NA	0	-1	0	11	69
22	23	avg.disc.length_04	99.666668	1	NA	12	69
0	0	NA	0	-1	1	13	69
24	25	burstiness_01	0.422619	1	NA	14	69
26	27	avg.auths.per.disc_02	3.8819445	1	NA	15	69
28	29	number.total.disc_06	1.5	1	NA	16	69
30	31	attention.level.author_06	0.0035215	1	NA	17	69
32	33	avg.disc.length_06	18.25	1	NA	18	69
34	35	num.displays_00	944.5	1	NA	19	69
36	37	avg.disc.length_06	7.318182	1	NA	20	69
0	0	NA	0	-1	1	21	69
38	39	num.authors.topic_02	17.5	1	NA	22	69
0	0	NA	0	-1	1	23	69
40	41	num.new.disc_06	6.5	1	NA	24	69
42	43	atomic.containers_01	203.5	1	NA	25	69
0	0	NA	0	-1	1	26	69
44	45	attention.level.author_04	0.0041715	1	NA	27	69
46	47	attention.level.author_01	0.000792	1	NA	28	69
0	0	NA	0	-1	0	29	69
48	49	avg.disc.length_07	14.5	1	NA	30	69
0	0	NA	0	-1	0	31	69
50	51	attention.level.author_07	0.0097025	1	NA	32	69
0	0	NA	0	-1	0	33	69
0	0	NA	0	-1	0	34	69
52	53	contribution.sparseness_00	0.003388	1	NA	35	69
54	55	contribution.sparseness_04	0.005061	1	NA	36	69
56	57	num.displays_02	1195.5	1	NA	37	69
58	59	num.displays_00	619.5	1	NA	38	69
0	0	NA	0	-1	1	39	69
60	61	burstiness_06	0.422619	1	NA	40	69
0	0	NA	0	-1	0	41	69
62	63	num.new.disc_03	5.5	1	NA	42	69
0	0	NA	0	-1	0	43	69
0	0	NA	0	-1	0	44	69
64	65	attention.level.contrib_05	0.0594425	1	NA	45	69
66	67	num.displays_07	1742.5	1	NA	46	69
0	0	NA	0	-1	0	47	69
68	69	attention.level.author_05	0.000709	1	NA	48	69
0	0	NA	0	-1	0	49	69
70	71	avg.auths.per.disc_05	24.5	1	NA	50	69
0	0	NA	0	-1	1	51	69
0	0	NA	0	-1	1	52	69
72	73	num.displays_00	957.5	1	NA	53	69
0	0	NA	0	-1	0	54	69
0	0	NA	0	-1	0	55	69
74	75	avg.disc.length_04	74	1	NA	56	69
0	0	NA	0	-1	0	57	69
0	0	NA	0	-1	1	58	69
76	77	number.total.disc_01	5.5	1	NA	59	69
78	79	attention.level.contrib_03	0.001024	1	NA	60	69
80	81	num.displays_04	22677	1	NA	61	69
82	83	num.displays_04	18133	1	NA	62	69
0	0	NA	0	-1	0	63	69
84	85	burstiness_07	0.087121	1	NA	64	69
0	0	NA	0	-1	1	65	69
86	87	num.displays_05	867	1	NA	66	69
0	0	NA	0	-1	1	67	69
0	0	NA	0	-1	0	68	69
0	0	NA	0	-1	0	69	69
88	89	num.displays_05	480.5	1	NA	70	69
0	0	NA	0	-1	0	71	69
0	0	NA	0	-1	1	72	69
90	91	attention.level.contrib_00	6.35e-05	1	NA	73	69
0	0	NA	0	-1	0	74	69
0	0	NA	0	-1	1	75	69
92	93	atomic.containers_03	39	1	NA	76	69
0	0	NA	0	-1	0	77	69
0	0	NA	0	-1	1	78	69
94	95	auth.increase_00	6.5	1	NA	79	69
96	97	num.displays_07	5135	1	NA	80	69
0	0	NA	0	-1	0	81	69
98	99	avg.auths.per.disc_07	4.0416665	1	NA	82	69
0	0	NA	0	-1	0	83	69
0	0	NA	0	-1	1	84	69
0	0	NA	0	-1	1	85	69
0	0	NA	0	-1	0	86	69
0	0	NA	0	-1	0	87	69
0	0	NA	0	-1	0	88	69
0	0	NA	0	-1	0	89	69
0	0	NA	0	-1	1	90	69
0	0	NA	0	-1	0	91	69
0	0	NA	0	-1	0	92	69
0	0	NA	0	-1	0	93	69
0	0	NA	0	-1	1	94	69
0	0	NA	0	-1	1	95	69
0	0	NA	0	-1	1	96	69
0	0	NA	0	-1	1	97	69
0	0	NA	0	-1	1	98	69
0	0	NA	0	-1	1	99	69
2	3	num.displays_04	1808.5	1	NA	1	70
4	5	num.authors.topic_07	31.5	1	NA	2	70
6	7	num.displays_05	3762	1	NA	3	70
8	9	atomic.containers_00	1.5	1	NA	4	70
0	0	NA	0	-1	1	5	70
10	11	num.displays_01	1843.5	1	NA	6	70
12	13	num.authors.topic_05	18.5	1	NA	7	70
14	15	num.displays_01	970	1	NA	8	70
16	17	attention.level.contrib_02	0.013016	1	NA	9	70
18	19	num.authors.topic_02	14	1	NA	10	70
20	21	num.displays_03	4919.5	1	NA	11	70
22	23	avg.auths.per.disc_06	4.0625	1	NA	12	70
24	25	attention.level.contrib_00	0.001112	1	NA	13	70
26	27	num.displays_05	1058.5	1	NA	14	70
28	29	attention.level.contrib_06	0.0001165	1	NA	15	70
30	31	num.displays_07	1770	1	NA	16	70
0	0	NA	0	-1	1	17	70
32	33	num.displays_01	1235	1	NA	18	70
0	0	NA	0	-1	1	19	70
34	35	atomic.containers_06	21.5	1	NA	20	70
0	0	NA	0	-1	0	21	70
36	37	atomic.containers_06	14.5	1	NA	22	70
38	39	num.displays_07	3670.5	1	NA	23	70
0	0	NA	0	-1	1	24	70
40	41	attention.level.author_07	0.0075035	1	NA	25	70
42	43	num.displays_01	414.5	1	NA	26	70
0	0	NA	0	-1	0	27	70
44	45	num.displays_03	1960	1	NA	28	70
0	0	NA	0	-1	0	29	70
46	47	auth.increase_03	10	1	NA	30	70
48	49	num.authors.topic_02	8.5	1	NA	31	70
0	0	NA	0	-1	0	32	70
0	0	NA	0	-1	0	33	70
50	51	num.displays_07	2097	1	NA	34	70
52	53	attention.level.contrib_02	0.0002075	1	NA	35	70
0	0	NA	0	-1	1	36	70
54	55	num.displays_04	11360	1	NA	37	70
0	0	NA	0	-1	0	38	70
56	57	atomic.containers_01	68.5	1	NA	39	70
0	0	NA	0	-1	1	40	70
58	59	contribution.sparseness_02	0.0089565	1	NA	41	70
60	61	burstiness_01	0.75	1	NA	42	70
62	63	num.authors.topic_03	19.5	1	NA	43	70
0	0	NA	0	-1	0	44	70
0	0	NA	0	-1	1	45	70
64	65	atomic.containers_07	121	1	NA	46	70
0	0	NA	0	-1	0	47	70
66	67	auth.increase_07	2.5	1	NA	48	70
0	0	NA	0	-1	1	49	70
0	0	NA	0	-1	0	50	70
68	69	burstiness_04	0.875	1	NA	51	70
0	0	NA	0	-1	0	52	70
0	0	NA	0	-1	1	53	70
0	0	NA	0	-1	1	54	70
0	0	NA	0	-1	0	55	70
70	71	auth.increase_07	8.5	1	NA	56	70
0	0	NA	0	-1	1	57	70
72	73	contribution.sparseness_00	0.007678	1	NA	58	70
74	75	burstiness_03	0.6428575	1	NA	59	70
76	77	num.displays_04	61.5	1	NA	60	70
0	0	NA	0	-1	0	61	70
78	79	auth.increase_02	3.5	1	NA	62	70
0	0	NA	0	-1	1	63	70
80	81	num.displays_07	1414	1	NA	64	70
0	0	NA	0	-1	0	65	70
0	0	NA	0	-1	0	66	70
0	0	NA	0	-1	1	67	70
82	83	attention.level.author_03	0.00488	1	NA	68	70
0	0	NA	0	-1	0	69	70
84	85	avg.disc.length_06	141.5	1	NA	70	70
0	0	NA	0	-1	1	71	70
86	87	auth.increase_06	1.5	1	NA	72	70
0	0	NA	0	-1	1	73	70
0	0	NA	0	-1	1	74	70
0	0	NA	0	-1	1	75	70
0	0	NA	0	-1	0	76	70
88	89	num.displays_06	68.5	1	NA	77	70
90	91	num.displays_01	438	1	NA	78	70
0	0	NA	0	-1	0	79	70
92	93	atomic.containers_03	32.5	1	NA	80	70
0	0	NA	0	-1	0	81	70
94	95	num.new.disc_02	0.5	1	NA	82	70
0	0	NA	0	-1	1	83	70
96	97	num.displays_03	20017	1	NA	84	70
0	0	NA	0	-1	0	85	70
0	0	NA	0	-1	0	86	70
98	99	num.displays_03	27751.5	1	NA	87	70
0	0	NA	0	-1	0	88	70
0	0	NA	0	-1	0	89	70
0	0	NA	0	-1	0	90	70
0	0	NA	0	-1	0	91	70
0	0	NA	0	-1	0	92	70
0	0	NA	0	-1	0	93	70
0	0	NA	0	-1	1	94	70
0	0	NA	0	-1	1	95	70
0	0	NA	0	-1	1	96	70
0	0	NA	0	-1	1	97	70
0	0	NA	0	-1	1	98	70
0	0	NA	0	-1	1	99	70
2	3	number.total.disc_05	1.5	1	NA	1	71
4	5	attention.level.contrib_00	0.0001605	1	NA	2	71
6	7	attention.level.author_01	0.0031115	1	NA	3	71
8	9	num.displays_03	1812.5	1	NA	4	71
10	11	num.displays_03	1679	1	NA	5	71
12	13	num.displays_05	2969	1	NA	6	71
14	15	num.displays_03	2121.5	1	NA	7	71
16	17	num.displays_01	1359.5	1	NA	8	71
18	19	num.displays_02	1464.5	1	NA	9	71
20	21	num.displays_06	1352	1	NA	10	71
22	23	avg.disc.length_00	7.5	1	NA	11	71
24	25	num.displays_06	1213.5	1	NA	12	71
26	27	num.displays_04	12563	1	NA	13	71
0	0	NA	0	-1	0	14	71
28	29	num.authors.topic_00	38.5	1	NA	15	71
30	31	attention.level.author_07	0.0191085	1	NA	16	71
0	0	NA	0	-1	0	17	71
0	0	NA	0	-1	0	18	71
32	33	atomic.containers_04	11.5	1	NA	19	71
34	35	num.displays_00	931	1	NA	20	71
0	0	NA	0	-1	0	21	71
0	0	NA	0	-1	1	22	71
36	37	num.displays_02	3329	1	NA	23	71
38	39	atomic.containers_07	188.5	1	NA	24	71
40	41	attention.level.author_01	0.001024	1	NA	25	71
42	43	attention.level.contrib_02	0.0034065	1	NA	26	71
0	0	NA	0	-1	0	27	71
44	45	num.displays_01	41854.5	1	NA	28	71
46	47	contribution.sparseness_04	0.0090805	1	NA	29	71
48	49	num.displays_05	985.5	1	NA	30	71
0	0	NA	0	-1	1	31	71
50	51	num.displays_01	1930	1	NA	32	71
0	0	NA	0	-1	0	33	71
52	53	avg.disc.length_07	147	1	NA	34	71
0	0	NA	0	-1	0	35	71
54	55	num.displays_04	4893.5	1	NA	36	71
0	0	NA	0	-1	1	37	71
56	57	num.authors.topic_05	17	1	NA	38	71
0	0	NA	0	-1	1	39	71
0	0	NA	0	-1	0	40	71
58	59	num.displays_01	1977.5	1	NA	41	71
60	61	attention.level.author_03	0.002699	1	NA	42	71
0	0	NA	0	-1	1	43	71
62	63	avg.auths.per.disc_05	4.1433335	1	NA	44	71
0	0	NA	0	-1	0	45	71
64	65	avg.auths.per.disc_01	4.398207	1	NA	46	71
0	0	NA	0	-1	1	47	71
66	67	num.displays_05	611	1	NA	48	71
68	69	avg.auths.per.disc_01	16.5	1	NA	49	71
0	0	NA	0	-1	0	50	71
0	0	NA	0	-1	1	51	71
70	71	num.authors.topic_07	25	1	NA	52	71
0	0	NA	0	-1	1	53	71
72	73	num.displays_06	2239	1	NA	54	71
0	0	NA	0	-1	0	55	71
74	75	num.displays_07	1024.5	1	NA	56	71
0	0	NA	0	-1	0	57	71
0	0	NA	0	-1	0	58	71
0	0	NA	0	-1	1	59	71
0	0	NA	0	-1	1	60	71
0	0	NA	0	-1	1	61	71
76	77	contribution.sparseness_00	0.004425	1	NA	62	71
78	79	attention.level.contrib_04	0.000161	1	NA	63	71
0	0	NA	0	-1	0	64	71
0	0	NA	0	-1	1	65	71
80	81	auth.increase_04	6.5	1	NA	66	71
82	83	num.displays_00	313	1	NA	67	71
84	85	num.authors.topic_06	3.5	1	NA	68	71
0	0	NA	0	-1	0	69	71
86	87	num.authors.topic_01	7.5	1	NA	70	71
0	0	NA	0	-1	1	71	71
0	0	NA	0	-1	0	72	71
0	0	NA	0	-1	1	73	71
0	0	NA	0	-1	0	74	71
0	0	NA	0	-1	0	75	71
0	0	NA	0	-1	1	76	71
0	0	NA	0	-1	1	77	71
0	0	NA	0	-1	0	78	71
88	89	avg.disc.length_05	68.6944425	1	NA	79	71
90	91	num.authors.topic_05	6.5	1	NA	80	71
0	0	NA	0	-1	0	81	71
0	0	NA	0	-1	0	82	71
92	93	contribution.sparseness_05	0.2	1	NA	83	71
94	95	num.displays_04	977	1	NA	84	71
0	0	NA	0	-1	0	85	71
96	97	atomic.containers_05	14	1	NA	86	71
0	0	NA	0	-1	0	87	71
98	99	attention.level.author_05	0.0072605	1	NA	88	71
0	0	NA	0	-1	1	89	71
0	0	NA	0	-1	0	90	71
0	0	NA	0	-1	0	91	71
0	0	NA	0	-1	0	92	71
0	0	NA	0	-1	1	93	71
0	0	NA	0	-1	0	94	71
0	0	NA	0	-1	0	95	71
0	0	NA	0	-1	0	96	71
0	0	NA	0	-1	0	97	71
0	0	NA	0	-1	1	98	71
0	0	NA	0	-1	1	99	71
2	3	num.displays_05	2097	1	NA	1	72
4	5	num.displays_06	1294.5	1	NA	2	72
6	7	attention.level.contrib_04	0.0043855	1	NA	3	72
8	9	num.authors.topic_00	32	1	NA	4	72
10	11	num.displays_07	2033.5	1	NA	5	72
12	13	num.displays_00	3294.5	1	NA	6	72
14	15	attention.level.author_00	0.004711	1	NA	7	72
16	17	avg.disc.length_04	147.5	1	NA	8	72
0	0	NA	0	-1	1	9	72
18	19	burstiness_04	0.154762	1	NA	10	72
